305;435;0.103
305;450;0.1
305;465;0.097
305;480;0.094
305;495;0.091
305;510;0.088
305;525;0.086
315;150;0.18
315;165;0.175
315;180;0.17
315;195;0.165
315;210;0.16
315;225;0.156
315;240;0.151
315;255;0.147
315;270;0.143
315;285;0.139
315;300;0.135
315;315;0.131
315;330;0.127
315;345;0.123
315;360;0.12
315;375;0.116
315;390;0.113
315;405;0.11
315;420;0.106
315;435;0.103
315;450;0.1
315;465;0.097
315;480;0.095
315;495;0.092
315;510;0.089
315;525;0.086
325;150;0.182
325;165;0.176
325;180;0.171
325;195;0.166
325;210;0.161
325;225;0.157
325;240;0.152
325;255;0.148
325;270;0.144
325;285;0.14
325;300;0.135
325;315;0.132
325;330;0.128
325;345;0.124
325;360;0.12
325;375;0.117
325;390;0.114
325;405;0.11
325;420;0.107
325;435;0.104
325;450;0.101
325;465;0.098
325;480;0.095
325;495;0.092
325;510;0.089
325;525;0.087
335;150;0.183
335;165;0.178
335;180;0.172
335;195;0.167
335;210;0.163
335;225;0.158
335;240;0.153
335;255;0.149
335;270;0.145
335;285;0.14
335;300;0.136
335;315;0.132
335;330;0.129
335;345;0.125
335;360;0.121
335;375;0.118
335;390;0.114
335;405;0.111
335;420;0.108
335;435;0.105
335;450;0.102
335;465;0.099
335;480;0.096
335;495;0.093
335;510;0.09
335;525;0.087
345;150;0.185
345;165;0.179
345;180;0.174
345;195;0.169
345;210;0.164
345;225;0.159
345;240;0.154
345;255;0.15
345;270;0.146
345;285;0.141
345;300;0.137
345;315;0.133
345;330;0.129
345;345;0.126
345;360;0.122
345;375;0.118
345;390;0.115
345;405;0.112
345;420;0.109
345;435;0.105
345;450;0.102
345;465;0.099
345;480;0.096
345;495;0.093
345;510;0.091
345;525;0.088
355;150;0.186
355;165;0.18
355;180;0.175
355;195;0.17
355;210;0.165
355;225;0.16
355;240;0.155
355;255;0.151
355;270;0.147
355;285;0.142
355;300;0.138
355;315;0.134
355;330;0.13
355;345;0.126
355;360;0.123
355;375;0.119
355;390;0.116
355;405;0.112
355;420;0.109
355;435;0.106
355;450;0.103
355;465;0.1
355;480;0.097
355;495;0.094
355;510;0.091
355;525;0.088
365;150;0.187
365;165;0.182
365;180;0.176
365;195;0.171
365;210;0.166
365;225;0.161
365;240;0.156
365;255;0.152
365;270;0.147
365;285;0.143
365;300;0.139
365;315;0.135
365;330;0.131
365;345;0.127
365;360;0.123
365;375;0.12
365;390;0.117
365;405;0.113
365;420;0.11
365;435;0.107
365;450;0.103
365;465;0.1
365;480;0.097
365;495;0.094
365;510;0.092
365;525;0.089
375;150;0.189
375;165;0.183
375;180;0.177
375;195;0.172
375;210;0.167
375;225;0.162
375;240;0.157
375;255;0.153
375;270;0.148
375;285;0.144
375;300;0.14
375;315;0.136
375;330;0.132
375;345;0.128
375;360;0.124
375;375;0.121
375;390;0.117
375;405;0.114
375;420;0.11
375;435;0.107
375;450;0.104
375;465;0.101
375;480;0.098
375;495;0.095
375;510;0.092
375;525;0.089
